breed,age,weight,lactation_stage,parity,hist_yield_avg7,feed_type,feed_quality,feed_qty_kg,walking_km,grazing_h,rumination_h,resting_h,body_temp,heart_rate,ambient_temp,humidity,housing_score,vaccinations_up_to_date,disease_history_count,season,health_score,disease_label,milk_yield,feed_efficiency
Jersey,12,547.6,mid,3,17.22,mixed,5.61,17.96,3.24,1.57,6.58,6.97,37.75,72,35.03,69.87,6.92,1,0,winter,0.16,minor,13.41,0.75
Brown Swiss,12,544.7,late,4,20.02,mixed,6.29,20.4,0.53,8.63,5.56,10.76,38.82,83,29.76,27.9,9.81,1,0,winter,0.48,minor,18.35,0.9
Brown Swiss,2,605.0,mid,3,20.14,mixed,5.83,22.83,1.51,2.16,6.47,8.92,38.48,49,29.23,98.82,8.44,1,0,autumn,0.21,minor,16.33,0.72
Holstein,5,588.6,late,3,20.86,concentrate,7.38,26.16,4.04,0.0,7.13,11.87,37.57,61,31.57,71.01,4.38,1,0,summer,0.41,minor,22.85,0.87
Brown Swiss,9,575.1,mid,4,23.24,concentrate,6.98,17.61,1.64,0.58,3.57,9.44,38.64,79,24.75,80.07,9.16,1,0,winter,0.47,minor,19.58,1.11
Brown Swiss,11,631.8,late,4,21.64,mixed,4.63,21.21,0.0,1.75,6.61,10.71,38.32,69,24.64,60.25,8.31,1,0,autumn,0.58,none,16.11,0.76
Holstein,9,678.4,early,3,24.66,mixed,6.16,26.56,2.53,3.94,3.0,11.88,38.3,73,20.11,63.54,7.7,1,0,autumn,0.58,none,31.73,1.19
Holstein,4,680.3,late,4,28.1,mixed,3.43,24.82,1.62,2.58,5.61,11.16,38.0,72,25.68,34.88,6.66,1,1,winter,0.54,none,24.2,0.97
Holstein,9,636.3,early,1,26.09,mixed,6.42,16.38,0.0,3.68,5.28,11.12,37.7,71,37.33,61.57,6.88,1,0,summer,0.05,minor,15.85,0.97
Brown Swiss,5,560.0,late,4,18.87,mixed,10.0,15.12,1.14,0.0,7.09,11.94,39.95,51,33.75,61.4,8.61,1,0,winter,0.37,minor,15.34,1.01
Brown Swiss,14,561.7,mid,1,18.61,green,6.74,9.57,3.29,5.38,3.95,10.7,38.34,68,21.23,42.33,9.1,1,1,summer,0.53,none,17.43,1.82
Buffalo,12,531.5,mid,5,9.21,mixed,8.91,16.83,0.0,0.0,7.5,9.82,38.11,62,16.14,88.46,6.21,1,0,summer,0.43,minor,10.32,0.61
Brown Swiss,12,636.0,mid,3,25.75,green,6.51,19.14,2.6,2.14,5.47,9.66,37.55,65,18.4,25.31,7.27,1,1,autumn,0.58,none,18.17,0.95
Jersey,6,698.7,early,1,15.94,green,6.64,17.86,2.84,3.27,4.33,7.9,38.66,52,27.56,100.0,9.7,0,0,spring,0.14,minor,11.99,0.67
Buffalo,8,460.5,late,2,6.81,green,6.41,10.94,0.89,1.44,5.78,9.54,38.39,70,24.15,54.43,7.94,1,0,winter,0.55,none,8.59,0.78
Jersey,4,557.0,mid,1,19.37,green,7.01,16.89,3.04,4.87,6.37,9.8,39.33,67,28.79,65.64,7.49,1,0,winter,0.51,none,16.87,1.0
Buffalo,7,477.7,mid,1,14.63,dry,5.65,9.02,0.86,0.0,5.95,15.6,38.28,48,30.4,45.46,9.6,0,0,autumn,0.3,minor,7.47,0.83
Jersey,10,588.6,mid,6,16.67,concentrate,7.87,18.91,2.89,2.87,6.75,11.85,38.77,74,29.5,51.21,4.31,0,0,spring,0.4,minor,16.03,0.85
Jersey,9,623.0,early,3,12.44,mixed,8.93,26.65,0.18,2.34,5.06,13.56,38.2,60,34.29,52.5,8.44,1,1,spring,0.34,minor,16.02,0.6
Holstein,13,642.0,mid,2,24.34,dry,7.04,23.68,0.0,1.34,5.24,9.8,38.74,67,23.17,49.46,6.51,1,0,spring,0.61,none,27.52,1.16
Buffalo,8,578.0,mid,4,9.37,green,6.04,20.8,2.35,3.47,3.31,8.07,39.79,63,20.35,88.62,7.56,1,0,summer,0.35,minor,8.59,0.41
Brown Swiss,8,530.9,early,1,25.55,concentrate,6.65,7.25,1.86,8.48,6.3,8.38,38.85,57,16.88,53.03,7.18,1,0,winter,0.53,none,20.85,2.87
Buffalo,3,439.3,mid,3,4.85,green,7.25,18.3,2.47,4.13,5.03,7.95,38.21,52,17.33,68.03,4.75,1,1,winter,0.55,none,9.67,0.53
Brown Swiss,4,616.2,mid,1,20.17,green,4.73,16.7,1.61,1.55,3.18,7.17,37.1,54,28.76,28.03,4.26,1,1,autumn,0.35,minor,18.18,1.09
Holstein,2,588.4,early,1,32.34,concentrate,4.61,13.37,0.0,5.71,8.0,9.05,37.71,42,23.54,53.67,5.7,1,0,summer,0.53,none,28.57,2.14
Brown Swiss,2,544.9,early,2,22.37,concentrate,3.94,10.88,0.87,0.89,6.13,10.7,39.16,68,26.25,83.99,7.94,1,0,winter,0.36,minor,18.96,1.74
Brown Swiss,12,609.9,early,3,23.92,mixed,6.4,18.13,0.91,7.77,4.9,9.18,38.52,44,20.44,79.66,5.74,1,1,summer,0.45,minor,23.23,1.28
Jersey,14,588.0,mid,3,14.9,mixed,3.69,18.54,2.35,6.4,4.0,10.59,38.69,62,29.47,75.5,7.65,1,0,summer,0.31,minor,14.02,0.76
Brown Swiss,14,543.8,mid,3,20.85,mixed,5.95,13.69,2.9,1.64,6.52,9.51,38.11,52,26.52,77.9,7.55,1,0,winter,0.48,minor,18.94,1.38
Jersey,5,623.5,mid,3,20.06,concentrate,9.6,19.45,1.83,6.02,6.45,9.36,38.5,66,27.17,32.87,3.92,1,0,autumn,0.64,none,21.44,1.1
Buffalo,9,509.8,late,3,11.78,concentrate,6.79,23.14,1.97,1.61,4.74,10.18,38.41,64,16.34,40.75,6.7,1,0,winter,0.56,none,8.9,0.38
Holstein,6,644.5,mid,1,23.38,dry,7.53,21.03,3.3,4.43,5.88,9.8,38.65,75,21.09,47.43,7.36,1,1,spring,0.63,none,23.13,1.1
Brown Swiss,11,592.1,early,6,18.81,green,8.49,21.33,2.12,2.26,6.54,9.96,38.01,47,22.35,75.09,10.0,1,0,autumn,0.64,none,25.68,1.2
Holstein,3,511.8,late,3,26.69,concentrate,6.81,12.57,4.78,2.3,6.16,5.16,39.27,79,25.18,71.18,8.12,1,0,winter,0.54,none,20.51,1.63
Brown Swiss,2,648.7,mid,2,18.06,dry,4.7,21.08,3.12,2.82,6.52,9.39,38.37,55,31.1,44.67,7.7,1,1,spring,0.36,minor,20.41,0.97
Jersey,12,549.5,mid,4,16.86,green,9.06,9.4,2.14,6.99,4.83,6.53,38.26,79,27.26,43.22,5.63,1,0,spring,0.54,none,20.19,2.15
Buffalo,12,433.4,early,5,6.59,mixed,6.33,14.53,3.59,4.21,5.11,8.51,37.86,59,27.46,66.73,2.8,1,0,autumn,0.47,minor,11.76,0.81
Buffalo,6,617.8,late,3,7.82,green,10.0,22.87,3.23,4.15,3.5,12.56,37.99,67,15.16,19.18,7.64,1,0,summer,0.58,none,13.15,0.58
Brown Swiss,6,587.1,mid,1,22.66,green,5.88,17.75,2.45,4.11,4.8,9.76,39.33,77,27.86,94.38,6.23,1,0,summer,0.25,minor,21.39,1.2
Brown Swiss,2,565.5,late,1,25.85,concentrate,5.3,20.55,3.74,4.41,3.56,12.82,39.24,70,26.23,64.52,6.84,1,0,spring,0.53,none,15.15,0.74
Holstein,3,547.6,early,6,29.4,concentrate,5.72,18.28,0.0,1.42,6.47,6.53,39.17,80,22.78,65.84,9.24,1,0,autumn,0.58,none,34.33,1.88
Buffalo,9,476.1,late,2,9.45,dry,4.21,10.68,2.59,6.69,5.59,9.23,38.96,62,22.73,40.83,9.82,1,1,autumn,0.51,none,11.2,1.05
Holstein,3,566.0,mid,4,22.4,concentrate,6.63,18.77,1.61,1.68,7.52,9.62,38.23,75,20.67,48.11,7.02,1,0,spring,0.62,none,32.06,1.71
Brown Swiss,2,481.1,early,3,20.74,green,6.45,14.26,2.92,1.92,3.58,16.05,38.07,66,16.03,62.33,5.13,0,0,winter,0.38,minor,21.67,1.52
Buffalo,3,591.8,mid,3,11.73,dry,6.77,15.8,2.04,2.5,1.94,12.24,38.45,60,21.64,67.17,5.21,1,0,summer,0.5,minor,10.91,0.69
Jersey,8,542.6,late,2,15.75,green,8.02,14.9,1.33,6.91,5.53,10.68,38.28,59,11.88,79.37,7.9,1,0,spring,0.26,minor,9.26,0.62
Holstein,3,543.2,mid,4,24.6,mixed,4.12,23.69,2.47,3.95,3.96,11.44,38.27,62,28.67,27.42,10.0,1,0,winter,0.47,minor,23.9,1.01
Holstein,8,541.9,early,1,23.61,mixed,4.67,11.45,1.93,2.07,3.97,13.09,38.45,77,21.8,64.9,6.89,1,0,spring,0.48,minor,27.95,2.44
Jersey,13,591.8,early,2,18.93,mixed,8.94,22.54,3.15,0.16,3.96,7.99,38.94,66,16.66,56.23,4.01,1,0,winter,0.57,none,23.15,1.03
Jersey,13,609.0,early,1,16.73,dry,7.97,12.31,0.56,3.67,1.76,9.93,37.89,66,18.53,68.48,7.04,1,0,spring,0.51,none,19.28,1.57
Brown Swiss,8,620.3,late,4,18.27,green,7.19,18.38,3.63,1.77,6.48,11.08,38.49,61,39.56,43.66,7.6,1,0,spring,0.0,minor,12.12,0.66
Brown Swiss,2,625.6,mid,7,20.18,mixed,5.35,26.19,0.42,3.86,4.52,13.52,37.96,57,19.18,66.47,4.25,1,1,summer,0.56,none,21.08,0.81
Brown Swiss,14,534.6,late,1,17.9,green,7.85,12.27,0.62,4.21,4.61,9.66,39.26,57,25.55,79.09,8.62,1,1,winter,0.49,minor,13.95,1.14
Jersey,4,593.1,mid,3,18.57,dry,5.23,23.74,3.36,3.58,7.69,7.0,38.5,68,19.51,66.01,4.79,1,0,winter,0.58,none,16.51,0.7
Jersey,4,628.2,late,1,9.92,mixed,6.75,15.25,3.49,1.64,3.97,10.72,39.57,81,27.16,69.25,8.58,1,1,winter,0.55,none,16.39,1.08
Jersey,5,615.9,late,2,8.78,dry,6.82,21.25,2.67,2.79,7.46,10.62,38.76,75,27.18,42.04,2.12,1,1,summer,0.58,none,16.68,0.78
Brown Swiss,4,585.2,mid,4,18.62,mixed,9.28,18.54,1.56,4.51,6.3,9.28,38.7,76,36.34,74.85,7.09,1,0,summer,0.14,minor,14.57,0.79
Brown Swiss,5,547.1,late,3,25.97,green,5.74,13.86,1.17,6.32,1.0,7.99,40.14,70,18.36,59.16,7.13,1,0,summer,0.44,minor,15.07,1.09
Buffalo,9,465.1,early,4,6.47,green,4.34,5.0,0.43,2.06,4.09,13.04,38.13,73,24.89,59.15,5.33,1,0,autumn,0.43,minor,10.74,2.15
Brown Swiss,10,552.8,late,4,17.4,green,6.63,14.18,0.58,0.0,4.46,11.13,38.08,90,30.31,86.09,8.59,1,0,autumn,0.24,minor,13.35,0.94
Brown Swiss,3,627.9,late,1,20.83,mixed,7.19,22.35,0.59,0.81,7.42,10.2,38.13,58,21.11,45.82,4.43,1,0,winter,0.63,none,17.49,0.78
Jersey,7,614.7,early,5,21.24,concentrate,6.51,21.85,1.27,0.0,5.4,11.45,38.85,69,22.91,43.87,8.1,1,1,spring,0.61,none,23.07,1.06
Jersey,9,643.4,late,2,18.46,mixed,4.87,19.07,1.47,3.49,6.69,9.36,37.87,68,23.04,56.88,6.42,1,0,spring,0.55,none,15.18,0.8
Jersey,3,560.9,early,3,17.66,mixed,6.31,16.52,1.72,3.5,6.13,7.54,37.87,47,30.2,65.01,8.01,1,0,spring,0.41,minor,19.61,1.19
Brown Swiss,5,550.7,mid,3,20.9,mixed,8.67,17.94,0.52,5.12,2.75,13.2,38.62,40,22.96,73.08,6.53,1,0,autumn,0.56,none,18.78,1.05
Buffalo,8,501.6,late,3,10.2,mixed,3.7,10.42,2.02,6.96,5.87,6.55,36.63,72,24.42,82.83,5.24,1,0,spring,0.31,minor,6.2,0.6
Brown Swiss,3,601.3,mid,3,18.61,mixed,10.0,15.49,1.15,2.87,5.1,9.23,38.49,64,26.05,12.85,10.0,1,0,spring,0.67,none,20.16,1.3
Jersey,2,566.4,mid,5,21.85,mixed,3.1,11.78,0.0,0.82,3.78,6.77,38.06,44,18.89,84.01,7.81,1,0,autumn,0.28,minor,13.01,1.1
Holstein,6,643.4,early,2,22.79,concentrate,5.92,18.4,5.06,0.0,4.65,12.42,37.62,58,21.83,55.53,3.81,1,0,autumn,0.53,none,30.06,1.63
Holstein,6,604.3,mid,2,25.29,green,4.36,18.89,0.0,0.6,3.44,9.11,39.06,70,28.14,38.02,5.92,1,0,winter,0.42,minor,23.98,1.27
Holstein,10,611.3,late,3,26.68,green,4.52,14.77,0.72,2.82,5.92,12.51,38.68,60,12.51,61.41,7.05,1,0,spring,0.31,minor,20.07,1.36
Jersey,6,551.9,mid,1,15.67,green,7.4,17.94,0.37,5.39,5.15,6.54,38.47,67,30.84,53.25,8.66,1,0,spring,0.4,minor,18.06,1.01
Buffalo,12,516.1,late,3,7.27,mixed,7.47,14.09,1.0,3.51,2.49,11.4,37.93,68,21.87,54.71,5.49,1,0,spring,0.52,none,11.01,0.78
Jersey,5,598.7,mid,3,12.53,dry,8.52,26.62,2.12,0.0,5.91,8.19,38.1,71,26.53,50.24,5.7,1,0,autumn,0.65,none,20.72,0.78
Buffalo,12,491.1,mid,2,1.78,green,5.38,15.24,2.84,5.25,3.93,11.17,38.62,47,36.4,31.22,7.84,1,0,autumn,0.05,minor,5.35,0.35
Jersey,4,522.0,late,2,19.29,mixed,8.44,14.41,3.17,3.1,3.66,9.48,38.32,58,27.57,64.69,3.82,1,2,winter,0.51,none,12.69,0.88
Holstein,6,683.7,mid,1,23.74,mixed,5.58,14.81,3.33,1.45,6.64,9.2,37.87,60,9.25,57.58,6.66,1,0,spring,0.16,minor,19.53,1.32
Brown Swiss,4,662.6,mid,3,17.69,green,3.53,14.66,2.01,1.35,5.56,6.38,37.22,78,30.42,39.01,6.99,1,0,autumn,0.3,minor,18.6,1.27
Holstein,5,601.6,early,4,25.1,green,7.94,13.94,1.67,2.41,5.54,5.76,39.03,58,32.32,50.44,6.9,1,0,autumn,0.3,minor,26.68,1.91
Brown Swiss,11,620.8,late,2,17.05,dry,5.35,19.06,1.67,4.42,6.96,8.05,38.06,50,37.18,66.09,7.96,1,0,autumn,0.07,minor,10.65,0.56
Holstein,2,715.6,early,2,22.37,dry,8.38,20.79,2.05,1.37,6.34,9.24,38.34,71,23.87,55.3,7.02,1,0,summer,0.65,none,33.35,1.6
Brown Swiss,9,590.0,late,2,15.73,dry,5.91,17.36,1.23,5.96,5.72,12.75,38.66,65,19.38,60.24,7.03,1,0,winter,0.58,none,18.54,1.07
Jersey,14,570.9,mid,3,16.55,concentrate,3.47,17.58,4.38,1.48,5.0,7.39,39.48,64,25.28,87.09,8.32,1,0,summer,0.32,minor,16.39,0.93
Jersey,5,494.1,early,2,18.53,dry,4.87,12.41,0.0,0.8,6.52,14.46,38.94,64,22.41,40.87,10.0,1,0,autumn,0.58,none,18.03,1.45
Brown Swiss,11,566.5,late,1,19.82,green,7.19,12.72,2.34,4.23,5.0,10.22,37.87,66,28.07,66.55,8.14,1,0,winter,0.52,none,16.39,1.29
Buffalo,13,470.0,mid,2,7.19,green,4.36,8.67,1.65,0.06,3.5,9.21,37.7,68,29.44,49.01,6.13,1,0,autumn,0.3,minor,10.1,1.17
Holstein,11,630.1,mid,1,19.07,mixed,7.21,23.36,2.58,3.1,4.59,10.73,38.31,73,15.48,49.17,10.0,1,0,autumn,0.56,none,24.53,1.05
Buffalo,3,463.2,mid,5,10.42,mixed,10.0,17.31,2.49,1.25,4.85,12.85,39.53,79,29.71,34.89,7.97,1,0,spring,0.54,none,11.7,0.68
Buffalo,4,524.9,early,5,12.22,concentrate,8.07,19.82,1.07,4.18,4.01,6.31,38.57,60,22.36,99.51,3.95,1,0,summer,0.25,minor,11.4,0.58
Buffalo,5,519.0,late,3,11.44,dry,4.88,16.8,5.64,3.2,7.19,8.52,38.47,71,27.38,44.67,5.38,1,0,spring,0.52,none,11.9,0.71
Jersey,12,584.4,mid,2,15.05,dry,7.39,16.81,1.96,5.15,6.14,12.66,37.34,67,29.17,29.47,5.69,1,0,spring,0.5,minor,20.58,1.22
Brown Swiss,11,559.3,late,2,21.2,mixed,7.05,23.39,3.65,0.88,6.19,11.78,38.69,76,26.13,64.01,7.24,0,0,autumn,0.54,none,15.71,0.67
Holstein,12,625.2,early,1,23.31,green,8.28,15.14,1.99,4.74,2.1,9.88,38.24,63,21.99,62.75,10.0,1,0,summer,0.57,none,32.65,2.16
Buffalo,6,590.7,mid,3,9.8,dry,5.38,18.04,3.35,2.97,4.53,9.5,39.1,77,21.0,46.63,7.76,1,0,spring,0.53,none,9.9,0.55
Buffalo,8,486.6,early,3,8.08,dry,7.02,16.71,2.66,5.35,2.36,12.38,38.31,72,17.06,60.1,7.47,1,0,autumn,0.54,none,11.96,0.72
Holstein,14,625.3,early,3,29.08,concentrate,3.54,21.44,3.44,2.48,3.18,11.89,37.78,63,24.76,74.31,5.75,1,0,summer,0.43,minor,31.98,1.49
Buffalo,10,515.8,early,4,8.23,concentrate,7.08,17.22,1.99,0.34,6.09,9.89,39.2,57,15.39,59.32,9.59,1,0,winter,0.54,none,10.62,0.62
Brown Swiss,11,548.5,early,3,21.87,concentrate,8.12,18.6,1.76,0.87,4.79,8.05,38.79,73,33.86,67.44,8.85,1,1,summer,0.27,minor,19.52,1.05
Brown Swiss,8,555.9,mid,2,17.04,mixed,5.54,16.74,4.13,4.61,6.19,13.82,38.08,55,20.67,54.91,2.29,0,0,summer,0.43,minor,19.99,1.19
Brown Swiss,11,570.0,mid,2,18.52,dry,2.49,12.75,0.89,3.15,3.58,8.97,37.76,66,27.55,68.05,7.02,1,0,winter,0.38,minor,16.32,1.28
Brown Swiss,14,579.8,mid,4,22.04,mixed,5.05,20.84,1.76,0.18,5.68,10.43,38.36,64,20.69,72.2,6.91,1,0,spring,0.54,none,19.41,0.93
Buffalo,9,389.5,late,4,6.39,dry,6.38,16.24,4.57,4.97,5.51,7.99,38.93,63,28.36,47.34,6.65,1,0,spring,0.48,minor,7.51,0.46
Holstein,9,681.2,late,1,26.34,concentrate,5.11,22.86,4.01,0.57,4.81,10.39,39.02,61,15.62,72.42,9.25,1,0,winter,0.48,minor,19.99,0.87
Buffalo,10,551.3,mid,3,8.34,green,6.78,14.36,3.17,2.63,3.51,10.13,38.6,74,27.36,69.22,7.64,1,0,winter,0.52,none,9.44,0.66
Buffalo,8,567.1,late,5,10.3,dry,7.35,20.67,0.96,1.63,7.18,11.54,38.27,63,24.38,60.63,7.95,1,0,winter,0.66,none,11.38,0.55
Jersey,5,575.8,late,5,23.75,green,2.91,23.4,0.0,4.88,4.99,5.3,38.77,76,27.18,71.7,6.18,1,0,summer,0.45,minor,17.8,0.76
Buffalo,4,424.3,mid,4,5.71,mixed,7.58,11.1,1.74,0.0,4.5,10.01,38.6,68,26.47,54.71,7.57,1,0,summer,0.56,none,10.95,0.99
Brown Swiss,8,567.7,late,2,20.08,concentrate,5.95,15.73,1.24,0.0,5.57,10.46,39.01,59,36.37,52.41,5.25,1,0,spring,0.07,minor,13.36,0.85
Holstein,8,555.2,early,2,24.19,dry,7.69,25.21,2.37,2.21,4.08,6.31,38.33,76,28.59,60.41,5.01,1,0,autumn,0.5,minor,30.2,1.2
Holstein,13,560.2,late,1,26.15,green,10.0,10.89,1.64,2.98,4.31,12.07,38.78,66,29.78,60.34,10.0,0,0,autumn,0.41,minor,17.41,1.6
Brown Swiss,9,533.2,early,2,24.11,concentrate,5.89,9.06,2.68,4.32,2.33,12.27,38.96,76,28.5,73.07,8.04,1,1,autumn,0.37,minor,18.2,2.01
Jersey,5,619.4,late,1,21.45,mixed,4.93,19.62,0.73,2.62,5.48,4.0,39.95,70,21.43,98.55,6.31,1,0,winter,0.22,minor,11.44,0.58
Jersey,9,660.2,mid,2,21.33,concentrate,7.07,20.35,2.26,5.62,4.1,9.44,37.58,53,21.89,58.88,10.0,1,0,spring,0.6,none,18.2,0.89
Brown Swiss,12,656.3,mid,1,23.37,mixed,4.71,21.49,5.41,3.41,3.84,10.82,38.22,51,29.21,82.36,6.38,1,0,summer,0.28,minor,15.28,0.71
Jersey,8,694.6,late,3,20.31,mixed,6.99,19.53,2.66,3.68,4.43,7.34,38.59,62,13.66,70.15,8.93,1,0,spring,0.41,minor,13.51,0.69
Jersey,10,610.4,early,1,17.48,dry,2.94,22.27,0.84,2.93,2.86,8.84,38.33,64,27.88,88.78,8.47,1,0,autumn,0.24,minor,16.11,0.72
Holstein,8,653.7,late,1,20.64,concentrate,6.01,23.18,1.97,5.27,6.97,12.4,39.22,54,27.9,47.85,3.7,1,1,winter,0.55,none,25.65,1.11
Jersey,11,722.4,late,2,21.33,green,5.6,18.4,3.92,5.32,6.7,9.28,38.47,64,29.7,91.07,7.74,0,1,summer,0.14,minor,13.83,0.75
Jersey,5,587.4,early,5,19.3,dry,6.59,16.27,1.76,3.27,7.58,9.52,38.53,56,29.3,87.33,10.0,0,0,summer,0.25,minor,16.91,1.04
Brown Swiss,9,615.7,early,3,19.27,mixed,9.57,30.15,0.19,0.48,3.56,9.79,39.04,70,26.03,70.58,5.62,1,0,autumn,0.66,none,25.64,0.85
Jersey,3,638.2,late,1,19.83,concentrate,3.83,22.11,0.0,5.45,2.27,11.69,37.97,75,44.25,14.54,8.39,1,0,spring,0.0,minor,9.86,0.45
Holstein,10,606.5,mid,4,20.79,concentrate,9.37,17.91,4.86,5.44,3.8,9.83,38.57,80,27.63,63.53,6.6,1,1,spring,0.58,none,26.34,1.47
Holstein,3,529.9,late,1,29.5,concentrate,6.36,18.51,0.0,4.14,4.76,9.04,38.61,60,12.26,78.44,7.49,1,0,spring,0.24,minor,13.71,0.74
Buffalo,4,580.7,mid,4,11.82,concentrate,1.13,19.64,0.49,0.16,4.72,10.82,37.52,72,29.58,60.94,5.26,1,0,winter,0.29,minor,10.57,0.54
Jersey,5,595.2,late,3,19.84,concentrate,7.4,18.23,1.03,4.71,1.7,10.69,39.47,79,27.34,53.97,5.73,1,0,winter,0.5,none,14.04,0.77
Holstein,11,706.7,early,4,27.63,dry,5.54,25.31,1.76,1.53,4.4,7.61,39.69,64,28.87,49.26,4.9,1,0,winter,0.44,minor,27.68,1.09
Holstein,8,625.0,early,2,26.93,dry,4.42,14.53,0.37,0.34,6.19,10.58,38.55,40,37.33,42.11,10.0,1,1,autumn,0.04,minor,18.23,1.25
Buffalo,4,446.3,early,4,10.66,green,4.18,12.34,1.22,3.93,6.53,11.98,37.99,74,24.74,53.51,5.58,1,0,summer,0.5,none,11.86,0.96
Buffalo,14,622.3,mid,2,9.18,dry,6.76,15.61,2.66,5.9,3.03,7.74,38.21,60,36.99,80.03,8.89,0,0,spring,0.0,minor,3.26,0.21
Brown Swiss,4,624.6,early,1,19.37,concentrate,6.24,19.48,3.34,0.06,6.1,9.96,37.86,44,24.18,88.95,10.0,1,1,spring,0.43,minor,20.38,1.05
Buffalo,14,466.1,mid,3,9.1,concentrate,5.06,10.13,1.69,6.53,8.0,6.68,38.29,54,30.93,65.73,5.73,1,0,spring,0.32,minor,11.22,1.11
Buffalo,8,533.5,late,3,4.46,green,5.94,11.52,4.57,3.49,3.85,10.07,36.94,54,25.22,76.91,3.12,1,0,autumn,0.39,minor,7.99,0.69
Buffalo,3,585.7,late,4,9.34,concentrate,6.25,21.05,2.83,1.5,5.21,12.98,38.0,66,23.84,58.74,3.74,1,0,winter,0.56,none,11.17,0.53
Jersey,9,568.7,early,3,17.13,mixed,6.48,14.43,3.36,1.61,7.23,9.37,38.51,72,25.14,54.04,6.94,1,0,summer,0.59,none,21.96,1.52
Holstein,14,595.0,early,4,21.05,concentrate,5.54,22.58,1.95,2.03,6.84,13.1,39.25,56,22.03,96.27,7.48,1,0,winter,0.36,minor,28.64,1.27
Brown Swiss,8,611.0,early,3,17.05,dry,5.49,20.37,1.52,1.7,5.08,7.71,38.76,76,24.52,55.95,7.75,0,1,autumn,0.45,minor,22.35,1.1
Jersey,13,682.3,early,6,18.85,green,8.72,15.9,2.11,1.28,4.18,12.97,38.56,59,18.13,22.57,4.5,1,0,autumn,0.59,none,22.39,1.41
Holstein,11,564.1,late,3,20.15,dry,10.0,9.97,1.48,5.53,2.83,11.13,39.23,65,28.3,95.22,10.0,1,0,winter,0.29,minor,18.91,1.9
Buffalo,2,487.4,late,3,17.69,dry,5.72,18.09,2.36,5.88,5.25,9.5,37.43,48,13.99,67.59,4.28,1,1,summer,0.37,minor,6.18,0.34
Buffalo,14,459.8,late,3,11.92,concentrate,6.52,15.03,0.77,7.14,4.13,13.11,38.39,73,29.41,82.94,5.32,1,1,summer,0.28,minor,7.06,0.47
Holstein,5,582.7,early,3,29.83,concentrate,10.0,15.64,2.19,1.68,5.21,6.45,38.91,68,24.65,52.19,5.21,1,0,spring,0.61,none,32.14,2.05
Jersey,13,674.3,early,1,19.26,mixed,6.37,13.62,2.58,2.98,7.87,9.49,39.2,52,18.83,74.43,9.17,1,0,autumn,0.57,none,20.41,1.5
Brown Swiss,5,578.3,late,4,22.71,mixed,4.7,16.07,0.0,0.97,7.04,9.72,39.63,64,24.78,72.82,1.65,1,0,winter,0.47,minor,19.55,1.22
Jersey,7,543.3,late,2,17.21,mixed,4.87,17.05,1.7,6.08,5.51,10.41,39.04,75,29.7,88.39,8.22,0,0,summer,0.13,minor,10.62,0.62
Jersey,4,681.1,early,1,16.64,green,7.94,21.94,1.52,3.66,4.97,8.67,38.58,67,22.75,78.08,9.58,1,0,winter,0.56,none,22.82,1.04
Brown Swiss,13,538.2,early,2,24.37,mixed,7.78,17.09,2.25,0.99,2.39,8.25,38.47,43,21.73,55.05,6.57,1,0,autumn,0.53,none,24.43,1.43
Buffalo,8,496.6,mid,5,6.72,concentrate,6.71,8.04,1.94,4.74,5.68,14.46,39.25,79,41.8,75.16,7.33,1,0,winter,0.0,minor,6.17,0.77
Jersey,7,619.9,mid,5,14.56,green,4.91,20.4,2.33,5.13,6.13,12.14,38.87,67,31.6,78.39,7.75,1,0,summer,0.26,minor,14.96,0.73
Brown Swiss,13,678.6,early,2,16.49,mixed,6.08,18.85,0.0,4.3,6.02,12.11,38.24,64,24.82,93.76,1.33,1,0,summer,0.3,minor,17.17,0.91
Buffalo,7,493.7,mid,1,11.88,dry,6.07,13.24,1.75,2.99,2.39,10.92,38.23,77,28.55,83.4,4.98,0,0,spring,0.16,minor,9.12,0.69
Buffalo,5,442.6,mid,1,9.77,mixed,3.33,8.31,2.73,0.0,4.33,10.32,38.75,63,22.81,76.89,7.57,1,1,spring,0.36,minor,11.32,1.36
Buffalo,2,560.7,mid,4,13.8,mixed,8.09,15.62,2.96,3.45,6.08,7.31,38.41,64,28.74,47.43,2.0,1,0,spring,0.46,minor,12.91,0.83
Jersey,5,604.1,early,4,14.73,dry,10.0,19.78,0.94,2.77,5.76,9.5,38.18,58,27.03,52.84,6.09,1,0,summer,0.66,none,23.99,1.21
Jersey,12,609.9,early,3,16.3,mixed,4.62,15.77,2.03,1.43,5.14,8.07,37.5,73,22.15,43.26,4.81,0,0,summer,0.38,minor,18.28,1.16
Brown Swiss,10,509.5,late,4,17.84,dry,5.75,18.18,1.83,1.18,4.74,11.03,37.79,48,36.96,47.15,6.73,1,0,summer,0.05,minor,14.38,0.79
Jersey,14,524.1,mid,2,12.83,concentrate,7.97,11.74,4.24,6.64,4.63,10.88,37.76,71,22.01,38.26,6.42,0,0,autumn,0.46,minor,15.34,1.31
Brown Swiss,6,533.7,mid,2,20.0,mixed,5.88,19.01,4.25,5.38,4.39,10.37,38.03,55,18.12,51.25,7.5,1,0,spring,0.55,none,23.45,1.23
